

"Pegelkennziffer","Pegelname","Datum","Wasserstand","Durchfluss","Flussgebiet"
"551000","Kreischa","22.07.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","23.07.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","24.07.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","25.07.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","26.07.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","27.07.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","28.07.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","29.07.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","30.07.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","31.07.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","01.08.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","02.08.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","03.08.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","04.08.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","05.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","06.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","07.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","08.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","09.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","10.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","11.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","12.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","13.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","14.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","15.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","16.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","17.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","18.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","19.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","20.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","21.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","22.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","23.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","24.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","25.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","26.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","27.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","28.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","29.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","30.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","31.08.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","01.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","02.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","03.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","04.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","05.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","06.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","07.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","08.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","09.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","10.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","11.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","12.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","13.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","14.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","15.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","16.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","17.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","18.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","19.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","20.09.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","21.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","22.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","23.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","24.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","25.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","26.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","27.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","28.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","29.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","30.09.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","01.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","02.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","03.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","04.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","05.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","06.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","07.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","08.10.2003","1","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","09.10.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","10.10.2003","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","11.10.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","12.10.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","13.10.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","14.10.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","15.10.2003","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","16.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","17.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","18.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","19.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","20.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","21.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","22.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","23.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","24.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","25.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","26.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","27.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","28.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","29.10.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","30.10.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","31.10.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","01.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","02.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","03.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","04.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","05.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","06.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","07.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","08.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","09.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","10.11.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","11.11.2003","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","12.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","13.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","14.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","15.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","16.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","17.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","18.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","19.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","20.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","21.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","22.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","23.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","25.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","26.11.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","27.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","28.11.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","29.11.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","30.11.2003","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","01.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","02.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","03.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","04.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","05.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","06.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","07.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","08.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","09.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","10.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","11.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","12.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","13.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","14.12.2003","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","15.12.2003","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","16.12.2003","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","17.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","18.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","19.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","20.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","21.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","22.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","23.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","25.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","26.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","27.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","28.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","29.12.2003","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","30.12.2003","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","31.12.2003","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","01.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","02.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","03.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","04.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","05.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","06.01.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","07.01.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","08.01.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","09.01.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","10.01.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","11.01.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","12.01.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","13.01.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","14.01.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","15.01.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","16.01.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","17.01.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","18.01.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","19.01.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","20.01.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","21.01.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","22.01.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","23.01.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.01.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","25.01.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","26.01.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","27.01.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","28.01.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","29.01.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","30.01.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","31.01.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","01.02.2004","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","02.02.2004","24","0,87","Nebenflüsse der Elbe"
"551000","Kreischa","03.02.2004","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","04.02.2004","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","05.02.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","06.02.2004","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","07.02.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","08.02.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","09.02.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","10.02.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","11.02.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","12.02.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","13.02.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","14.02.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","15.02.2004","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","16.02.2004","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","17.02.2004","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","18.02.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","19.02.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","20.02.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","21.02.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","22.02.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","23.02.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","24.02.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","25.02.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","26.02.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","27.02.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","28.02.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","29.02.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","01.03.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","02.03.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","03.03.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","04.03.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","05.03.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","06.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","07.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","08.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","09.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","10.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","11.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","12.03.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","13.03.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","14.03.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","15.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","16.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","17.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","18.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","19.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","20.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","21.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","22.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","23.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","24.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","25.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","26.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","27.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","28.03.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","29.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","30.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","31.03.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","01.04.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","02.04.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","03.04.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","04.04.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","05.04.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","06.04.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","07.04.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","08.04.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","09.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","10.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","11.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","12.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","13.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","14.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","15.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","16.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","17.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","18.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","19.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","20.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","21.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","22.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","23.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","24.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","25.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","26.04.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","27.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","28.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","29.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","30.04.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","01.05.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","02.05.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","03.05.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","04.05.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","05.05.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","06.05.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","07.05.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","08.05.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","09.05.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","10.05.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","11.05.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","12.05.2004","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","13.05.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","14.05.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","15.05.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","16.05.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","17.05.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","18.05.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","19.05.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","20.05.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","21.05.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","22.05.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","23.05.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","24.05.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","25.05.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","26.05.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","27.05.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","28.05.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","29.05.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","30.05.2004","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","31.05.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","01.06.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","02.06.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","03.06.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","04.06.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","05.06.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","06.06.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","07.06.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","08.06.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","09.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","10.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","11.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","12.06.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","13.06.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","14.06.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","15.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","16.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","17.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","18.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","19.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","20.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","21.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","22.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","23.06.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","25.06.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","26.06.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","27.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","28.06.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","29.06.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","30.06.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","01.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","02.07.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","03.07.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","04.07.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","05.07.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","06.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","07.07.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","08.07.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","09.07.2004","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","10.07.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","11.07.2004","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","12.07.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","13.07.2004","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","14.07.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","15.07.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","16.07.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","17.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","18.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","19.07.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","20.07.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","21.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","22.07.2004","9","0,13","Nebenflüsse der Elbe"
